"Year","Month","Day","Hour","Temp","Warm_year"
2008,4,8,18,16.392,NA
2008,4,8,19,14.601,NA
2008,4,8,20,12.92,NA
2008,4,8,21,11.929,NA
2008,4,8,22,11.224,NA
2008,4,8,23,10.394,NA
2008,4,9,0,10.051,NA
2008,4,9,1,8.02,NA
2008,4,9,2,5.437,NA
2008,4,9,3,4.818,NA
2008,4,9,4,5.128,NA
2008,4,9,5,3.88,NA
2008,4,9,6,3.274,NA
2008,4,9,7,7.268,NA
2008,4,9,8,11.977,NA
2008,4,9,9,14.409,NA
2008,4,9,10,15.963,NA
2008,4,9,11,17.891,NA
2008,4,9,12,20.531,NA
2008,4,9,13,21.056,NA
2008,4,9,14,21.175,NA
2008,4,9,15,21.867,NA
2008,4,9,16,21.103,NA
2008,4,9,17,19.603,NA
2008,4,9,18,17.32,NA
2008,4,9,19,14.457,NA
2008,4,9,20,12.292,NA
2008,4,9,21,11.248,NA
2008,4,9,22,9.879,NA
2008,4,9,23,8.965,NA
2008,4,10,0,7.92,NA
2008,4,10,1,8.444,NA
2008,4,10,2,6.914,NA
2008,4,10,3,7.268,NA
2008,4,10,4,6.712,NA
2008,4,10,5,8.02,NA
2008,4,10,6,6.99,NA
2008,4,10,7,9.903,NA
2008,4,10,8,16.249,NA
2008,4,10,9,18.224,NA
2008,4,10,10,20.365,NA
2008,4,10,11,21.772,NA
2008,4,10,12,23.16,NA
2008,4,10,13,24.171,NA
2008,4,10,14,25.21,NA
2008,4,10,15,25.744,NA
2008,4,10,16,25.987,NA
2008,4,10,17,24.798,NA
2008,4,10,18,22.872,NA
2008,4,10,19,19.532,NA
2008,4,10,20,15.605,NA
2008,4,10,21,13.209,NA
2008,4,10,22,12.364,NA
2008,4,10,23,16.558,NA
2008,4,11,0,19.841,NA
2008,4,11,1,19.413,NA
2008,4,11,2,19.127,NA
2008,4,11,3,18.271,NA
2008,4,11,4,17.582,NA
2008,4,11,5,16.82,NA
2008,4,11,6,16.463,NA
2008,4,11,7,17.724,NA
2008,4,11,8,19.984,NA
2008,4,11,9,21.676,NA
2008,4,11,10,24.388,NA
2008,4,11,11,25.647,NA
2008,4,11,12,27.554,NA
2008,4,11,13,28.891,NA
2008,4,11,14,29.414,NA
2008,4,11,15,30.041,NA
2008,4,11,16,29.89,NA
2008,4,11,17,28.617,NA
2008,4,11,18,26.842,NA
2008,4,11,19,21.652,NA
2008,4,11,20,19.056,NA
2008,4,11,21,16.749,NA
2008,4,11,22,15.509,NA
2008,4,11,23,14.84,NA
2008,4,12,0,14.026,NA
2008,4,12,1,13.185,NA
2008,4,12,2,11.102,NA
2008,4,12,3,10.98,NA
2008,4,12,4,9.903,NA
2008,4,12,5,9.163,NA
2008,4,12,6,8.668,NA
2008,4,12,7,12.534,NA
2008,4,12,8,18.723,NA
2008,4,12,9,22.489,NA
2008,4,12,10,25.501,NA
2008,4,12,11,27.653,NA
2008,4,12,12,29.015,NA
2008,4,12,13,29.89,NA
2008,4,12,14,30.748,NA
2008,4,12,15,30.117,NA
2008,4,12,16,29.09,NA
2008,4,12,17,28.221,NA
2008,4,12,18,25.744,NA
2008,4,12,19,21.604,NA
2008,4,12,20,19.579,NA
2008,4,12,21,18.224,NA
2008,4,12,22,15.986,NA
2008,4,12,23,16.439,NA
2008,4,13,0,17.13,NA
2008,4,13,1,14.481,NA
2008,4,13,2,13.401,NA
2008,4,13,3,12.122,NA
2008,4,13,4,11.37,NA
2008,4,13,5,10.541,NA
2008,4,13,6,10.663,NA
2008,4,13,7,13.329,NA
2008,4,13,8,18.699,NA
2008,4,13,9,21.127,NA
2008,4,13,10,24.074,NA
2008,4,13,11,25.963,NA
2008,4,13,12,27.259,NA
2008,4,13,13,28.816,NA
2008,4,13,14,29.265,NA
2008,4,13,15,29.991,NA
2008,4,13,16,30.495,NA
2008,4,13,17,29.19,NA
2008,4,13,18,26.646,NA
2008,4,13,19,22.082,NA
2008,4,13,20,18.771,NA
2008,4,13,21,16.892,NA
2008,4,13,22,15.031,NA
2008,4,13,23,13.858,NA
2008,4,14,0,12.171,NA
2008,4,14,1,11.71,NA
2008,4,14,2,14.888,NA
2008,4,14,3,12.243,NA
2008,4,14,4,12.195,NA
2008,4,14,5,12.074,NA
2008,4,14,6,11.88,NA
2008,4,14,7,12.534,NA
2008,4,14,8,14.864,NA
2008,4,14,9,13.786,NA
2008,4,14,10,15.796,NA
2008,4,14,11,19.865,NA
2008,4,14,12,21.557,NA
2008,4,14,13,21.772,NA
2008,4,14,14,21.748,NA
2008,4,14,15,20.96,NA
2008,4,14,16,20.007,NA
2008,4,14,17,17.605,NA
2008,4,14,18,15.199,NA
2008,4,14,19,13.161,NA
2008,4,14,20,11.807,NA
2008,4,14,21,10.32,NA
2008,4,14,22,9.485,NA
2008,4,14,23,9.064,NA
2008,4,15,0,8.22,NA
2008,4,15,1,6.306,NA
2008,4,15,2,7.217,NA
2008,4,15,3,7.419,NA
2008,4,15,4,7.066,NA
2008,4,15,5,6.737,NA
2008,4,15,6,5.102,NA
2008,4,15,7,7.945,NA
2008,4,15,8,11.71,NA
2008,4,15,9,13.377,NA
2008,4,15,10,15.461,NA
2008,4,15,11,16.32,NA
2008,4,15,12,17.51,NA
2008,4,15,13,18.2,NA
2008,4,15,14,18.937,NA
2008,4,15,15,19.532,NA
2008,4,15,16,18.985,NA
2008,4,15,17,18.343,NA
2008,4,15,18,17.011,NA
2008,4,15,19,13.786,NA
2008,4,15,20,10.932,NA
2008,4,15,21,10.1,NA
2008,4,15,22,11.419,NA
2008,4,15,23,11.248,NA
2008,4,16,0,10.541,NA
2008,4,16,1,9.682,NA
2008,4,16,2,8.319,NA
2008,4,16,3,9.78,NA
2008,4,16,4,11.613,NA
2008,4,16,5,11.589,NA
2008,4,16,6,11.273,NA
2008,4,16,7,12.727,NA
2008,4,16,8,14.745,NA
2008,4,16,9,16.32,NA
2008,4,16,10,19.127,NA
2008,4,16,11,20.793,NA
2008,4,16,12,22.274,NA
2008,4,16,13,22.992,NA
2008,4,16,14,23.617,NA
2008,4,16,15,24.026,NA
2008,4,16,16,24.002,NA
2008,4,16,17,23.28,NA
2008,4,16,18,21.628,NA
2008,4,16,19,17.534,NA
2008,4,16,20,14.098,NA
2008,4,16,21,12.461,NA
2008,4,16,22,11.759,NA
2008,4,16,23,11.492,NA
2008,4,17,0,11.565,NA
2008,4,17,1,11.807,NA
2008,4,17,2,8.841,NA
2008,4,17,3,7.343,NA
2008,4,17,4,6.788,NA
2008,4,17,5,6.433,NA
2008,4,17,6,6.102,NA
2008,4,17,7,9.682,NA
2008,4,17,8,16.558,NA
2008,4,17,9,19.603,NA
2008,4,17,10,22.369,NA
2008,4,17,11,24.605,NA
2008,4,17,12,26.036,NA
2008,4,17,13,27.112,NA
2008,4,17,14,27.998,NA
2008,4,17,15,27.974,NA
2008,4,17,16,27.628,NA
2008,4,17,17,26.646,NA
2008,4,17,18,24.363,NA
2008,4,17,19,19.341,NA
2008,4,17,20,16.915,NA
2008,4,17,21,15.103,NA
2008,4,17,22,12.775,NA
2008,4,17,23,11.394,NA
2008,4,18,0,10.271,NA
2008,4,18,1,8.916,NA
2008,4,18,2,9.089,NA
2008,4,18,3,8.965,NA
2008,4,18,4,9.657,NA
2008,4,18,5,7.645,NA
2008,4,18,6,7.544,NA
2008,4,18,7,10.81,NA
2008,4,18,8,16.844,NA
2008,4,18,9,19.175,NA
2008,4,18,10,22.753,NA
2008,4,18,11,23.833,NA
2008,4,18,12,25.647,NA
2008,4,18,13,26.549,NA
2008,4,18,14,26.085,NA
2008,4,18,15,26.671,NA
2008,4,18,16,25.939,NA
2008,4,18,17,23.905,NA
2008,4,18,18,21.413,NA
2008,4,18,19,17.106,NA
2008,4,18,20,13.93,NA
2008,4,18,21,12.558,NA
2008,4,18,22,11.029,NA
2008,4,18,23,10.296,NA
2008,4,19,0,8.916,NA
2008,4,19,1,7.77,NA
2008,4,19,2,10.198,NA
2008,4,19,3,9.854,NA
2008,4,19,4,9.064,NA
2008,4,19,5,8.568,NA
2008,4,19,6,8.27,NA
2008,4,19,7,9.657,NA
2008,4,19,8,13.233,NA
2008,4,19,9,15.223,NA
2008,4,19,10,17.843,NA
2008,4,19,11,19.484,NA
2008,4,19,12,20.96,NA
2008,4,19,13,21.843,NA
2008,4,19,14,21.987,NA
2008,4,19,15,21.079,NA
2008,4,19,16,19.484,NA
2008,4,19,17,16.892,NA
2008,4,19,18,14.002,NA
2008,4,19,19,11.321,NA
2008,4,19,20,9.706,NA
2008,4,19,21,8.618,NA
2008,4,19,22,8.02,NA
2008,4,19,23,7.393,NA
2008,4,20,0,6.99,NA
2008,4,20,1,6.458,NA
2008,4,20,2,5.77,NA
2008,4,20,3,5.385,NA
2008,4,20,4,4.869,NA
2008,4,20,5,2.37,NA
2008,4,20,6,1.967,NA
2008,4,20,7,5.36,NA
2008,4,20,8,9.213,NA
2008,4,20,9,11.37,NA
2008,4,20,10,13.978,NA
2008,4,20,11,15.175,NA
2008,4,20,12,15.915,NA
2008,4,20,13,16.701,NA
2008,4,20,14,17.225,NA
2008,4,20,15,17.32,NA
2008,4,20,16,17.249,NA
2008,4,20,17,16.272,NA
2008,4,20,18,14.409,NA
2008,4,20,19,11.977,NA
2008,4,20,20,10.467,NA
2008,4,20,21,9.682,NA
2008,4,20,22,7.217,NA
2008,4,20,23,5.591,NA
2008,4,21,0,6.408,NA
2008,4,21,1,6.458,NA
2008,4,21,2,6.179,NA
2008,4,21,3,5.642,NA
2008,4,21,4,4.506,NA
2008,4,21,5,4.402,NA
2008,4,21,6,1.967,NA
2008,4,21,7,5.308,NA
2008,4,21,8,10.712,NA
2008,4,21,9,12.05,NA
2008,4,21,10,15.199,NA
2008,4,21,11,16.106,NA
2008,4,21,12,17.51,NA
2008,4,21,13,17.582,NA
2008,4,21,14,18.509,NA
2008,4,21,15,18.794,NA
2008,4,21,16,18.319,NA
2008,4,21,17,17.034,NA
2008,4,21,18,14.792,NA
2008,4,21,19,12.968,NA
2008,4,21,20,10.614,NA
2008,4,21,21,10.907,NA
2008,4,21,22,11.759,NA
2008,4,21,23,11.37,NA
2008,4,22,0,10.761,NA
2008,4,22,1,9.928,NA
2008,4,22,2,8.593,NA
2008,4,22,3,10.075,NA
2008,4,22,4,9.805,NA
2008,4,22,5,9.361,NA
2008,4,22,6,7.544,NA
2008,4,22,7,9.238,NA
2008,4,22,8,13.978,NA
2008,4,22,9,16.034,NA
2008,4,22,10,18.152,NA
2008,4,22,11,19.603,NA
2008,4,22,12,19.746,NA
2008,4,22,13,19.032,NA
2008,4,22,14,16.225,NA
2008,4,22,15,15.366,NA
2008,4,22,16,14.768,NA
2008,4,22,17,15.079,NA
2008,4,22,18,14.457,NA
2008,4,22,19,13.425,NA
2008,4,22,20,13.016,NA
2008,4,22,21,12.727,NA
2008,4,22,22,12.437,NA
2008,4,22,23,11.734,NA
2008,4,23,0,11.929,NA
2008,4,23,1,11.637,NA
2008,4,23,2,10.59,NA
2008,4,23,3,8.99,NA
2008,4,23,4,9.312,NA
2008,4,23,5,8.618,NA
2008,4,23,6,7.619,NA
2008,4,23,7,10.1,NA
2008,4,23,8,13.93,NA
2008,4,23,9,15.103,NA
2008,4,23,10,15.461,NA
2008,4,23,11,14.936,NA
2008,4,23,12,13.473,NA
2008,4,23,13,16.749,NA
2008,4,23,14,16.987,NA
2008,4,23,15,17.558,NA
2008,4,23,16,16.892,NA
2008,4,23,17,15.438,NA
2008,4,23,18,13.064,NA
2008,4,23,19,10.907,NA
2008,4,23,20,8.767,NA
2008,4,23,21,9.361,NA
2008,4,23,22,6.813,NA
2008,4,23,23,4.921,NA
2008,4,24,0,3.958,NA
2008,4,24,1,3.38,NA
2008,4,24,2,4.402,NA
2008,4,24,3,3.749,NA
2008,4,24,4,4.584,NA
2008,4,24,5,3.67,NA
2008,4,24,6,4.011,NA
2008,4,24,7,8.494,NA
2008,4,24,8,12.147,NA
2008,4,24,9,14.409,NA
2008,4,24,10,17.13,NA
2008,4,24,11,18.699,NA
2008,4,24,12,20.222,NA
2008,4,24,13,21.008,NA
2008,4,24,14,21.724,NA
2008,4,24,15,21.795,NA
2008,4,24,16,21.724,NA
2008,4,24,17,20.793,NA
2008,4,24,18,18.319,NA
2008,4,24,19,13.834,NA
2008,4,24,20,11.686,NA
2008,4,24,21,10.736,NA
2008,4,24,22,10.222,NA
2008,4,24,23,10.222,NA
2008,4,25,0,11.102,NA
2008,4,25,1,10.001,NA
2008,4,25,2,7.87,NA
2008,4,25,3,6.99,NA
2008,4,25,4,6.889,NA
2008,4,25,5,6.611,NA
2008,4,25,6,6.382,NA
2008,4,25,7,10.247,NA
2008,4,25,8,15.318,NA
2008,4,25,9,18.129,NA
2008,4,25,10,20.77,NA
2008,4,25,11,22.609,NA
2008,4,25,12,25.113,NA
2008,4,25,13,25.258,NA
2008,4,25,14,25.768,NA
2008,4,25,15,26.622,NA
2008,4,25,16,26.353,NA
2008,4,25,17,24.919,NA
2008,4,25,18,22.393,NA
2008,4,25,19,18.675,NA
2008,4,25,20,15.652,NA
2008,4,25,21,14.553,NA
2008,4,25,22,13.858,NA
2008,4,25,23,13.786,NA
2008,4,26,0,13.112,NA
2008,4,26,1,11.419,NA
2008,4,26,2,12.171,NA
2008,4,26,3,11.904,NA
2008,4,26,4,11.224,NA
2008,4,26,5,11.637,NA
2008,4,26,6,11.492,NA
2008,4,26,7,17.796,NA
2008,4,26,8,21.795,NA
2008,4,26,9,23.833,NA
2008,4,26,10,26.426,NA
2008,4,26,11,27.899,NA
2008,4,26,12,29.165,NA
2008,4,26,13,29.941,NA
2008,4,26,14,30.243,NA
2008,4,26,15,30.545,NA
2008,4,26,16,30.041,NA
2008,4,26,17,28.345,NA
2008,4,26,18,25.089,NA
2008,4,26,19,20.793,NA
2008,4,26,20,19.08,NA
2008,4,26,21,18.224,NA
2008,4,26,22,16.392,NA
2008,4,26,23,15.748,NA
2008,4,27,0,17.368,NA
2008,4,27,1,18.033,NA
2008,4,27,2,18.033,NA
2008,4,27,3,14.457,NA
2008,4,27,4,13.088,NA
2008,4,27,5,12.847,NA
2008,4,27,6,13.449,NA
2008,4,27,7,16.415,NA
2008,4,27,8,21.724,NA
2008,4,27,9,24.605,NA
2008,4,27,10,27.235,NA
2008,4,27,11,29.09,NA
2008,4,27,12,30.495,NA
2008,4,27,13,31.586,NA
2008,4,27,14,32.227,NA
2008,4,27,15,32.175,NA
2008,4,27,16,31.331,NA
2008,4,27,17,29.315,NA
2008,4,27,18,26.426,NA
2008,4,27,19,21.652,NA
2008,4,27,20,19.151,NA
2008,4,27,21,18.533,NA
2008,4,27,22,17.415,NA
2008,4,27,23,14.792,NA
2008,4,28,0,15.223,NA
2008,4,28,1,15.031,NA
2008,4,28,2,16.463,NA
2008,4,28,3,13.377,NA
2008,4,28,4,10.687,NA
2008,4,28,5,10.32,NA
2008,4,28,6,10.345,NA
2008,4,28,7,13.57,NA
2008,4,28,8,19.603,NA
2008,4,28,9,22.848,NA
2008,4,28,10,25.113,NA
2008,4,28,11,26.72,NA
2008,4,28,12,28.32,NA
2008,4,28,13,29.565,NA
2008,4,28,14,29.966,NA
2008,4,28,15,30.217,NA
2008,4,28,16,29.439,NA
2008,4,28,17,27.333,NA
2008,4,28,18,25.089,NA
2008,4,28,19,22.154,NA
2008,4,28,20,21.939,NA
2008,4,28,21,18.033,NA
2008,4,28,22,15.796,NA
2008,4,28,23,12.968,NA
2008,4,29,0,11.832,NA
2008,4,29,1,11.029,NA
2008,4,29,2,12.461,NA
2008,4,29,3,12.243,NA
2008,4,29,4,11.734,NA
2008,4,29,5,11.078,NA
2008,4,29,6,11.175,NA
2008,4,29,7,13.233,NA
2008,4,29,8,15.843,NA
2008,4,29,9,17.368,NA
2008,4,29,10,18.771,NA
2008,4,29,11,19.96,NA
2008,4,29,12,21.318,NA
2008,4,29,13,21.819,NA
2008,4,29,14,22.226,NA
2008,4,29,15,21.724,NA
2008,4,29,16,20.627,NA
2008,4,29,17,19.294,NA
2008,4,29,18,17.344,NA
2008,4,29,19,15.175,NA
2008,4,29,20,13.81,NA
2008,4,29,21,12.461,NA
2008,4,29,22,11.783,NA
2008,4,29,23,11.102,NA
2008,4,30,0,8.916,NA
2008,4,30,1,7.72,NA
2008,4,30,2,7.97,NA
2008,4,30,3,6.712,NA
2008,4,30,4,5.462,NA
2008,4,30,5,4.895,NA
2008,4,30,6,6,NA
2008,4,30,7,9.336,NA
2008,4,30,8,13.401,NA
2008,4,30,9,14.601,NA
2008,4,30,10,16.963,NA
2008,4,30,11,18.152,NA
2008,4,30,12,19.603,NA
2008,4,30,13,19.912,NA
2008,4,30,14,20.246,NA
2008,4,30,15,20.365,NA
2008,4,30,16,20.365,NA
2008,4,30,17,19.294,NA
2008,4,30,18,17.153,NA
2008,4,30,19,14.05,NA
2008,4,30,20,12.364,NA
2008,4,30,21,11.224,NA
2008,4,30,22,12.461,NA
2008,4,30,23,12.171,NA
2008,5,1,0,11.565,NA
2008,5,1,1,9.829,NA
2008,5,1,2,10.247,NA
2008,5,1,3,12.147,NA
2008,5,1,4,11.686,NA
2008,5,1,5,11.589,NA
2008,5,1,6,11.807,NA
2008,5,1,7,13.137,NA
2008,5,1,8,15.414,NA
2008,5,1,9,17.13,NA
2008,5,1,10,19.318,NA
2008,5,1,11,21.008,NA
2008,5,1,12,22.393,NA
2008,5,1,13,23.521,NA
2008,5,1,14,24.412,NA
2008,5,1,15,24.919,NA
2008,5,1,16,24.484,NA
2008,5,1,17,23.521,NA
2008,5,1,18,20.627,NA
2008,5,1,19,16.272,NA
2008,5,1,20,13.738,NA
2008,5,1,21,12.098,NA
2008,5,1,22,11.759,NA
2008,5,1,23,10.785,NA
2008,5,2,0,10.345,NA
2008,5,2,1,10.247,NA
2008,5,2,2,10.834,NA
2008,5,2,3,9.287,NA
2008,5,2,4,7.419,NA
2008,5,2,5,6.914,NA
2008,5,2,6,7.318,NA
2008,5,2,7,10.443,NA
2008,5,2,8,15.031,NA
2008,5,2,9,18.129,NA
2008,5,2,10,20.079,NA
2008,5,2,11,21.891,NA
2008,5,2,12,22.92,NA
2008,5,2,13,22.944,NA
2008,5,2,14,23.04,NA
2008,5,2,15,23.328,NA
2008,5,2,16,22.8,NA
2008,5,2,17,22.465,NA
2008,5,2,18,20.055,NA
2008,5,2,19,16.511,NA
2008,5,2,20,14.864,NA
2008,5,2,21,13.93,NA
2008,5,2,22,12.171,NA
2008,5,2,23,10.98,NA
2008,5,3,0,10.1,NA
2008,5,3,1,8.742,NA
2008,5,3,2,8.12,NA
2008,5,3,3,8.469,NA
2008,5,3,4,8.22,NA
2008,5,3,5,7.92,NA
2008,5,3,6,8.941,NA
2008,5,3,7,10.932,NA
2008,5,3,8,13.93,NA
2008,5,3,9,16.82,NA
2008,5,3,10,19.888,NA
2008,5,3,11,21.676,NA
2008,5,3,12,23.472,NA
2008,5,3,13,24.847,NA
2008,5,3,14,25.404,NA
2008,5,3,15,25.939,NA
2008,5,3,16,25.598,NA
2008,5,3,17,24.291,NA
2008,5,3,18,22.657,NA
2008,5,3,19,19.603,NA
2008,5,3,20,17.915,NA
2008,5,3,21,16.463,NA
2008,5,3,22,14.074,NA
2008,5,3,23,12.896,NA
2008,5,4,0,12.025,NA
2008,5,4,1,11.467,NA
2008,5,4,2,11.127,NA
2008,5,4,3,9.952,NA
2008,5,4,4,9.361,NA
2008,5,4,5,9.188,NA
2008,5,4,6,9.805,NA
2008,5,4,7,12.703,NA
2008,5,4,8,16.725,NA
2008,5,4,9,19.199,NA
2008,5,4,10,21.819,NA
2008,5,4,11,23.978,NA
2008,5,4,12,24.871,NA
2008,5,4,13,24.557,NA
2008,5,4,14,24.171,NA
2008,5,4,15,23.617,NA
2008,5,4,16,22.082,NA
2008,5,4,17,20.65,NA
2008,5,4,18,18.794,NA
2008,5,4,19,16.725,NA
2008,5,4,20,13.714,NA
2008,5,4,21,12.751,NA
2008,5,4,22,12.364,NA
2008,5,4,23,12.847,NA
2008,5,5,0,11.856,NA
2008,5,5,1,10.565,NA
2008,5,5,2,10.001,NA
2008,5,5,3,9.534,NA
2008,5,5,4,9.435,NA
2008,5,5,5,9.089,NA
2008,5,5,6,9.977,NA
2008,5,5,7,12.823,NA
2008,5,5,8,18.913,NA
2008,5,5,9,22.896,NA
2008,5,5,10,25.428,NA
2008,5,5,11,27.382,NA
2008,5,5,12,27.949,NA
2008,5,5,13,29.065,NA
2008,5,5,14,28.543,NA
2008,5,5,15,28.493,NA
2008,5,5,16,27.825,NA
2008,5,5,17,26.256,NA
2008,5,5,18,23.545,NA
2008,5,5,19,21.843,NA
2008,5,5,20,17.796,NA
2008,5,5,21,15.533,NA
2008,5,5,22,14.314,NA
2008,5,5,23,13.233,NA
2008,5,6,0,12.34,NA
2008,5,6,1,11.904,NA
2008,5,6,2,11.053,NA
2008,5,6,3,10.687,NA
2008,5,6,4,10.59,NA
2008,5,6,5,10.785,NA
2008,5,6,6,10.32,NA
2008,5,6,7,12.219,NA
2008,5,6,8,14.361,NA
2008,5,6,9,16.463,NA
2008,5,6,10,19.365,NA
2008,5,6,11,21.533,NA
2008,5,6,12,23.833,NA
2008,5,6,13,25.404,NA
2008,5,6,14,26.524,NA
2008,5,6,15,27.161,NA
2008,5,6,16,25.525,NA
2008,5,6,17,24.002,NA
2008,5,6,18,22.705,NA
2008,5,6,19,20.841,NA
2008,5,6,20,19.77,NA
2008,5,6,21,18.747,NA
2008,5,6,22,18.129,NA
2008,5,6,23,19.056,NA
2008,5,7,0,19.246,NA
2008,5,7,1,17.796,NA
2008,5,7,2,16.177,NA
2008,5,7,3,15.031,NA
2008,5,7,4,14.146,NA
2008,5,7,5,13.161,NA
2008,5,7,6,13.161,NA
2008,5,7,7,14.242,NA
2008,5,7,8,17.034,NA
2008,5,7,9,18.01,NA
2008,5,7,10,19.056,NA
2008,5,7,11,20.365,NA
2008,5,7,12,21.819,NA
2008,5,7,13,23.136,NA
2008,5,7,14,23.833,NA
2008,5,7,15,24.195,NA
2008,5,7,16,24.05,NA
2008,5,7,17,23.28,NA
2008,5,7,18,21.008,NA
2008,5,7,19,18.747,NA
2008,5,7,20,16.63,NA
2008,5,7,21,16.654,NA
2008,5,7,22,16.987,NA
2008,5,7,23,14.218,NA
2008,5,8,0,14.433,NA
2008,5,8,1,14.29,NA
2008,5,8,2,11.467,NA
2008,5,8,3,10.394,NA
2008,5,8,4,9.657,NA
2008,5,8,5,9.064,NA
2008,5,8,6,9.534,NA
2008,5,8,7,12.654,NA
2008,5,8,8,16.892,NA
2008,5,8,9,19.627,NA
2008,5,8,10,21.461,NA
2008,5,8,11,22.657,NA
2008,5,8,12,23.713,NA
2008,5,8,13,24.532,NA
2008,5,8,14,24.798,NA
2008,5,8,15,25.671,NA
2008,5,8,16,24.944,NA
2008,5,8,17,23.665,NA
2008,5,8,18,22.274,NA
2008,5,8,19,19.341,NA
2008,5,8,20,16.082,NA
2008,5,8,21,14.026,NA
2008,5,8,22,13.137,NA
2008,5,8,23,12.703,NA
2008,5,9,0,12.001,NA
2008,5,9,1,10.736,NA
2008,5,9,2,10.247,NA
2008,5,9,3,8.916,NA
2008,5,9,4,8.767,NA
2008,5,9,5,9.213,NA
2008,5,9,6,9.928,NA
2008,5,9,7,11.516,NA
2008,5,9,8,14.361,NA
2008,5,9,9,16.796,NA
2008,5,9,10,19.436,NA
2008,5,9,11,21.413,NA
2008,5,9,12,22.944,NA
2008,5,9,13,23.93,NA
2008,5,9,14,24.412,NA
2008,5,9,15,24.557,NA
2008,5,9,16,23.857,NA
2008,5,9,17,22.92,NA
2008,5,9,18,21.39,NA
2008,5,9,19,18.176,NA
2008,5,9,20,15.891,NA
2008,5,9,21,16.773,NA
2008,5,9,22,16.606,NA
2008,5,9,23,16.296,NA
2008,5,10,0,14.553,NA
2008,5,10,1,11.078,NA
2008,5,10,2,10.001,NA
2008,5,10,3,9.336,NA
2008,5,10,4,9.114,NA
2008,5,10,5,9.213,NA
2008,5,10,6,9.608,NA
2008,5,10,7,12.413,NA
2008,5,10,8,16.439,NA
2008,5,10,9,19.389,NA
2008,5,10,10,21.7,NA
2008,5,10,11,23.593,NA
2008,5,10,12,25.089,NA
2008,5,10,13,26.061,NA
2008,5,10,14,26.769,NA
2008,5,10,15,27.038,NA
2008,5,10,16,26.426,NA
2008,5,10,17,24.388,NA
2008,5,10,18,22.226,NA
2008,5,10,19,19.698,NA
2008,5,10,20,17.177,NA
2008,5,10,21,16.511,NA
2008,5,10,22,15.079,NA
2008,5,10,23,17.843,NA
2008,5,11,0,14.242,NA
2008,5,11,1,13.594,NA
2008,5,11,2,13.161,NA
2008,5,11,3,13.088,NA
2008,5,11,4,11.904,NA
2008,5,11,5,11.053,NA
2008,5,11,6,11.589,NA
2008,5,11,7,13.57,NA
2008,5,11,8,16.558,NA
2008,5,11,9,18.842,NA
2008,5,11,10,20.936,NA
2008,5,11,11,22.753,NA
2008,5,11,12,23.328,NA
2008,5,11,13,24.098,NA
2008,5,11,14,24.532,NA
2008,5,11,15,24.895,NA
2008,5,11,16,24.339,NA
2008,5,11,17,23.328,NA
2008,5,11,18,21.7,NA
2008,5,11,19,18.295,NA
2008,5,11,20,16.463,NA
2008,5,11,21,15.629,NA
2008,5,11,22,15.867,NA
2008,5,11,23,18.604,NA
2008,5,12,0,18.509,NA
2008,5,12,1,17.605,NA
2008,5,12,2,17.486,NA
2008,5,12,3,16.963,NA
2008,5,12,4,16.368,NA
2008,5,12,5,15.796,NA
2008,5,12,6,15.318,NA
2008,5,12,7,15.891,NA
2008,5,12,8,17.891,NA
2008,5,12,9,19.246,NA
2008,5,12,10,20.65,NA
2008,5,12,11,22.034,NA
2008,5,12,12,23.112,NA
2008,5,12,13,23.881,NA
2008,5,12,14,24.581,NA
2008,5,12,15,24.944,NA
2008,5,12,16,24.774,NA
2008,5,12,17,24.315,NA
2008,5,12,18,23.088,NA
2008,5,12,19,20.531,NA
2008,5,12,20,18.818,NA
2008,5,12,21,15.724,NA
2008,5,12,22,15.27,NA
2008,5,12,23,14.505,NA
2008,5,13,0,13.834,NA
2008,5,13,1,16.129,NA
2008,5,13,2,16.225,NA
2008,5,13,3,15.438,NA
2008,5,13,4,16.153,NA
2008,5,13,5,13.762,NA
2008,5,13,6,14.146,NA
2008,5,13,7,17.034,NA
2008,5,13,8,20.793,NA
2008,5,13,9,23.232,NA
2008,5,13,10,25.113,NA
2008,5,13,11,26.72,NA
2008,5,13,12,27.751,NA
2008,5,13,13,28.941,NA
2008,5,13,14,29.215,NA
2008,5,13,15,29.265,NA
2008,5,13,16,28.642,NA
2008,5,13,17,26.378,NA
2008,5,13,18,23.93,NA
2008,5,13,19,21.103,NA
2008,5,13,20,19.365,NA
2008,5,13,21,18.485,NA
2008,5,13,22,17.463,NA
2008,5,13,23,16.392,NA
2008,5,14,0,16.201,NA
2008,5,14,1,14.984,NA
2008,5,14,2,15.031,NA
2008,5,14,3,16.01,NA
2008,5,14,4,18.509,NA
2008,5,14,5,22.729,NA
2008,5,14,6,21.318,NA
2008,5,14,7,23.713,NA
2008,5,14,8,25.331,NA
2008,5,14,9,26.402,NA
2008,5,14,10,27.308,NA
2008,5,14,11,28.295,NA
2008,5,14,12,28.99,NA
2008,5,14,13,29.615,NA
2008,5,14,14,30.469,NA
2008,5,14,15,30.571,NA
2008,5,14,16,29.84,NA
2008,5,14,17,29.59,NA
2008,5,14,18,29.115,NA
2008,5,14,19,27.899,NA
2008,5,14,20,26.916,NA
2008,5,14,21,26.842,NA
2008,5,14,22,26.158,NA
2008,5,14,23,25.671,NA
2008,5,15,0,25.695,NA
2008,5,15,1,25.598,NA
2008,5,15,2,25.355,NA
